"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2021,1,"B6","JetBlue Airways","CLT","Charlotte, NC: Charlotte Douglas International",11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","DCA","Washington, DC: Ronald Reagan Washington National",192.00,34.00,16.36,0.00,9.50,1.18,6.96,8.00,0.00,2213.00,1109.00,0.00,423.00,30.00,651.00,
2021,1,"B6","JetBlue Airways","DEN","Denver, CO: Denver International",42.00,6.00,1.84,0.00,3.76,0.00,0.40,0.00,0.00,230.00,76.00,0.00,127.00,0.00,27.00,
2021,1,"B6","JetBlue Airways","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",29.00,5.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,166.00,24.00,0.00,142.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","DTW","Detroit, MI: Detroit Metro Wayne County",23.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,91.00,64.00,0.00,27.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","EWR","Newark, NJ: Newark Liberty International",613.00,128.00,50.75,0.96,49.89,2.62,23.78,14.00,0.00,7015.00,3048.00,396.00,1797.00,124.00,1650.00,
2021,1,"B6","JetBlue Airways","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",996.00,227.00,72.49,1.00,117.17,1.21,35.13,2.00,1.00,10658.00,4215.00,35.00,4240.00,33.00,2135.00,
2021,1,"B6","JetBlue Airways","HDN","Hayden, CO: Yampa Valley",15.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,99.00,0.00,0.00,99.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","HPN","White Plains, NY: Westchester County",171.00,48.00,15.39,0.00,21.30,0.00,11.31,2.00,0.00,4333.00,947.00,0.00,917.00,0.00,2469.00,
2021,1,"B6","JetBlue Airways","IAH","Houston, TX: George Bush Intercontinental/Houston",28.00,7.00,2.01,1.00,3.99,0.00,0.00,0.00,0.00,228.00,82.00,15.00,131.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","JAX","Jacksonville, FL: Jacksonville International",67.00,13.00,4.54,1.00,5.80,0.00,1.66,0.00,2.00,663.00,376.00,33.00,166.00,0.00,88.00,
2021,1,"B6","JetBlue Airways","JFK","New York, NY: John F. Kennedy International",1055.00,233.00,88.31,0.99,101.88,1.18,40.64,17.00,1.00,11388.00,4767.00,73.00,3233.00,72.00,3243.00,
2021,1,"B6","JetBlue Airways","LAS","Las Vegas, NV: McCarran International",98.00,27.00,9.07,0.00,16.78,0.81,0.35,0.00,0.00,1107.00,566.00,0.00,506.00,21.00,14.00,
2021,1,"B6","JetBlue Airways","LAX","Los Angeles, CA: Los Angeles International",405.00,34.00,13.87,0.00,14.20,0.00,5.93,4.00,0.00,1616.00,669.00,0.00,310.00,0.00,637.00,
2021,1,"B6","JetBlue Airways","LGA","New York, NY: LaGuardia",64.00,15.00,6.44,0.00,7.29,0.00,1.27,2.00,0.00,672.00,262.00,0.00,224.00,0.00,186.00,
2021,1,"B6","JetBlue Airways","MCO","Orlando, FL: Orlando International",795.00,194.00,63.42,0.00,99.02,0.00,31.56,1.00,0.00,9964.00,3968.00,0.00,3750.00,0.00,2246.00,
2021,1,"B6","JetBlue Airways","MSP","Minneapolis, MN: Minneapolis-St Paul International",13.00,1.00,0.03,0.00,0.00,0.00,0.97,0.00,0.00,37.00,1.00,0.00,0.00,0.00,36.00,
2021,1,"B6","JetBlue Airways","MSY","New Orleans, LA: Louis Armstrong New Orleans International",36.00,11.00,5.11,0.00,4.30,0.00,1.59,0.00,0.00,697.00,373.00,0.00,244.00,0.00,80.00,
2021,1,"B6","JetBlue Airways","MTJ","Montrose/Delta, CO: Montrose Regional",6.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,63.00,0.00,0.00,63.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","ORD","Chicago, IL: Chicago O'Hare International",51.00,16.00,4.95,0.47,9.73,0.00,0.85,0.00,0.00,1211.00,268.00,46.00,824.00,0.00,73.00,
2021,1,"B6","JetBlue Airways","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",282.00,70.00,20.03,0.00,38.02,0.00,11.95,0.00,0.00,5227.00,1931.00,0.00,1661.00,0.00,1635.00,
2021,1,"B6","JetBlue Airways","PDX","Portland, OR: Portland International",11.00,4.00,3.02,0.00,0.00,0.00,0.98,0.00,0.00,153.00,110.00,0.00,0.00,0.00,43.00,
2021,1,"B6","JetBlue Airways","PHL","Philadelphia, PA: Philadelphia International",127.00,27.00,17.75,0.00,5.38,0.00,3.86,3.00,0.00,2332.00,1638.00,0.00,219.00,0.00,475.00,
2021,1,"B6","JetBlue Airways","PHX","Phoenix, AZ: Phoenix Sky Harbor International",48.00,14.00,4.65,0.91,7.38,0.00,1.06,0.00,0.00,1137.00,461.00,356.00,268.00,0.00,52.00,
2021,1,"B6","JetBlue Airways","PIT","Pittsburgh, PA: Pittsburgh International",24.00,6.00,2.42,0.00,2.78,0.00,0.80,0.00,0.00,177.00,67.00,0.00,84.00,0.00,26.00,
2021,1,"B6","JetBlue Airways","PSP","Palm Springs, CA: Palm Springs International",10.00,4.00,0.29,0.00,3.00,0.00,0.71,0.00,0.00,96.00,7.00,0.00,72.00,0.00,17.00,
2021,1,"B6","JetBlue Airways","PVD","Providence, RI: Theodore Francis Green State",71.00,14.00,5.38,0.00,5.27,0.00,3.35,0.00,0.00,763.00,285.00,0.00,267.00,0.00,211.00,
2021,1,"B6","JetBlue Airways","RDU","Raleigh/Durham, NC: Raleigh-Durham International",104.00,17.00,8.35,1.95,5.17,0.00,1.53,0.00,0.00,656.00,404.00,58.00,141.00,0.00,53.00,
2021,1,"B6","JetBlue Airways","RIC","Richmond, VA: Richmond International",95.00,15.00,6.68,0.00,5.53,0.00,2.78,6.00,0.00,826.00,582.00,0.00,137.00,0.00,107.00,
2021,1,"B6","JetBlue Airways","RNO","Reno, NV: Reno/Tahoe International",12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","ROC","Rochester, NY: Greater Rochester International",22.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,0.00,0.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","RSW","Fort Myers, FL: Southwest Florida International",316.00,70.00,24.44,0.00,36.73,0.00,8.83,1.00,0.00,5455.00,2989.00,0.00,1885.00,0.00,581.00,
2021,1,"B6","JetBlue Airways","SAN","San Diego, CA: San Diego International",53.00,2.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,78.00,55.00,0.00,23.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","SAV","Savannah, GA: Savannah/Hilton Head International",34.00,8.00,2.97,0.00,4.31,0.00,0.72,0.00,0.00,331.00,149.00,0.00,133.00,0.00,49.00,
2021,1,"B6","JetBlue Airways","SEA","Seattle, WA: Seattle/Tacoma International",20.00,1.00,0.55,0.00,0.20,0.00,0.25,0.00,0.00,40.00,22.00,0.00,8.00,0.00,10.00,
2021,1,"B6","JetBlue Airways","SFO","San Francisco, CA: San Francisco International",121.00,11.00,2.07,0.00,8.93,0.00,0.00,3.00,0.00,426.00,167.00,0.00,259.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","SJU","San Juan, PR: Luis Munoz Marin International",574.00,155.00,68.10,0.00,58.95,7.12,20.83,2.00,1.00,6988.00,3380.00,0.00,1912.00,190.00,1506.00,
2021,1,"B6","JetBlue Airways","SLC","Salt Lake City, UT: Salt Lake City International",65.00,12.00,3.31,0.00,8.00,0.00,0.69,0.00,0.00,447.00,219.00,0.00,184.00,0.00,44.00,
2021,1,"B6","JetBlue Airways","SMF","Sacramento, CA: Sacramento International",12.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,19.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",41.00,7.00,0.79,0.00,6.21,0.00,0.00,0.00,1.00,209.00,24.00,0.00,185.00,0.00,0.00,
2021,1,"B6","JetBlue Airways","STT","Charlotte Amalie, VI: Cyril E King",41.00,10.00,5.65,0.00,3.38,0.00,0.96,0.00,0.00,677.00,424.00,0.00,152.00,0.00,101.00,
2021,1,"B6","JetBlue Airways","SYR","Syracuse, NY: Syracuse Hancock International",34.00,11.00,6.85,0.00,1.63,0.00,2.52,0.00,0.00,570.00,369.00,0.00,54.00,0.00,147.00,
2021,1,"B6","JetBlue Airways","TPA","Tampa, FL: Tampa International",305.00,74.00,21.89,2.61,39.29,0.00,10.21,4.00,0.00,4608.00,1862.00,237.00,1832.00,0.00,677.00,
2021,1,"DL","Delta Air Lines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",33.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,87.00,44.00,0.00,43.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","ALB","Albany, NY: Albany International",3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,65.00,0.00,0.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",139.00,9.00,4.38,0.00,2.20,0.00,2.43,0.00,0.00,381.00,140.00,0.00,54.00,0.00,187.00,
2021,1,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",12034.00,931.00,273.00,17.09,440.71,3.67,196.53,15.00,4.00,67775.00,28020.00,2813.00,21933.00,182.00,14827.00,
2021,1,"DL","Delta Air Lines Inc.","AUS","Austin, TX: Austin - Bergstrom International",400.00,40.00,14.47,0.26,18.40,0.00,6.87,2.00,2.00,2765.00,1855.00,7.00,559.00,0.00,344.00,
2021,1,"DL","Delta Air Lines Inc.","BDL","Hartford, CT: Bradley International",109.00,6.00,3.87,0.00,0.44,0.00,1.69,0.00,0.00,286.00,210.00,0.00,11.00,0.00,65.00,
2021,1,"DL","Delta Air Lines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",89.00,4.00,1.13,0.00,1.01,0.00,1.86,0.00,0.00,189.00,79.00,0.00,24.00,0.00,86.00,
2021,1,"DL","Delta Air Lines Inc.","BIS","Bismarck/Mandan, ND: Bismarck Municipal",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","BNA","Nashville, TN: Nashville International",333.00,30.00,11.56,0.00,11.48,1.00,5.96,0.00,0.00,1174.00,470.00,0.00,345.00,48.00,311.00,
2021,1,"DL","Delta Air Lines Inc.","BOI","Boise, ID: Boise Air Terminal",111.00,11.00,4.50,0.00,4.66,0.00,1.84,0.00,0.00,399.00,141.00,0.00,144.00,0.00,114.00,
2021,1,"DL","Delta Air Lines Inc.","BOS","Boston, MA: Logan International",842.00,103.00,38.58,0.49,45.16,1.00,17.77,3.00,1.00,5538.00,2604.00,34.00,1402.00,74.00,1424.00,
2021,1,"DL","Delta Air Lines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",31.00,3.00,0.04,0.00,1.01,0.00,1.94,0.00,0.00,280.00,10.00,0.00,18.00,0.00,252.00,
2021,1,"DL","Delta Air Lines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",283.00,36.00,13.46,0.00,18.95,0.00,3.58,0.00,0.00,1660.00,697.00,0.00,675.00,0.00,288.00,
2021,1,"DL","Delta Air Lines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",120.00,10.00,3.46,1.00,4.54,0.00,1.00,2.00,4.00,1036.00,172.00,729.00,110.00,0.00,25.00,
2021,1,"DL","Delta Air Lines Inc.","CAE","Columbia, SC: Columbia Metropolitan",28.00,1.00,0.78,0.00,0.02,0.00,0.20,0.00,0.00,54.00,42.00,0.00,1.00,0.00,11.00,
2021,1,"DL","Delta Air Lines Inc.","CHS","Charleston, SC: Charleston AFB/International",145.00,10.00,4.80,0.00,2.63,0.00,2.57,1.00,0.00,599.00,249.00,0.00,183.00,0.00,167.00,
2021,1,"DL","Delta Air Lines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",170.00,10.00,4.13,0.00,2.45,0.00,3.42,0.00,0.00,660.00,312.00,0.00,87.00,0.00,261.00,
2021,1,"DL","Delta Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",288.00,17.00,6.46,0.00,5.07,0.00,5.47,0.00,0.00,800.00,402.00,0.00,224.00,0.00,174.00,
2021,1,"DL","Delta Air Lines Inc.","CMH","Columbus, OH: John Glenn Columbus International",171.00,8.00,2.37,0.00,2.63,0.00,3.00,0.00,0.00,447.00,132.00,0.00,100.00,0.00,215.00,
2021,1,"DL","Delta Air Lines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",480.00,35.00,12.81,0.00,13.15,0.00,9.04,0.00,0.00,1751.00,678.00,0.00,483.00,0.00,590.00,
2021,1,"DL","Delta Air Lines Inc.","DAB","Daytona Beach, FL: Daytona Beach International",128.00,12.00,4.18,0.00,5.24,0.00,2.58,0.00,0.00,409.00,148.00,0.00,163.00,0.00,98.00,
2021,1,"DL","Delta Air Lines Inc.","DAL","Dallas, TX: Dallas Love Field",108.00,7.00,2.72,0.00,0.56,0.00,3.72,0.00,0.00,248.00,91.00,0.00,15.00,0.00,142.00,
2021,1,"DL","Delta Air Lines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",372.00,33.00,14.01,0.68,11.29,0.00,7.01,3.00,0.00,1416.00,573.00,39.00,383.00,0.00,421.00,
2021,1,"DL","Delta Air Lines Inc.","DEN","Denver, CO: Denver International",766.00,66.00,30.78,0.74,30.13,0.00,4.36,1.00,0.00,2368.00,1378.00,22.00,749.00,0.00,219.00,
2021,1,"DL","Delta Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",526.00,93.00,18.45,2.60,65.53,0.00,6.42,0.00,1.00,4214.00,923.00,215.00,2673.00,0.00,403.00,
2021,1,"DL","Delta Air Lines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",2925.00,258.00,74.78,4.03,118.77,0.00,60.42,4.00,0.00,14449.00,5449.00,191.00,3868.00,0.00,4941.00,
2021,1,"DL","Delta Air Lines Inc.","ECP","Panama City, FL: Northwest Florida Beaches International",117.00,9.00,4.71,0.00,2.29,0.00,2.00,0.00,0.00,412.00,228.00,0.00,109.00,0.00,75.00,
2021,1,"DL","Delta Air Lines Inc.","EGE","Eagle, CO: Eagle County Regional",31.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,146.00,146.00,0.00,0.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","ELP","El Paso, TX: El Paso International",34.00,5.00,0.96,0.00,2.04,0.00,2.00,0.00,0.00,264.00,88.00,0.00,45.00,0.00,131.00,
2021,1,"DL","Delta Air Lines Inc.","EWR","Newark, NJ: Newark Liberty International",239.00,18.00,7.48,0.00,8.03,0.00,2.49,2.00,1.00,662.00,285.00,0.00,233.00,0.00,144.00,
2021,1,"DL","Delta Air Lines Inc.","EYW","Key West, FL: Key West International",124.00,13.00,2.03,0.00,9.78,0.00,1.19,1.00,0.00,1267.00,998.00,0.00,237.00,0.00,32.00,
2021,1,"DL","Delta Air Lines Inc.","FAR","Fargo, ND: Hector International",31.00,5.00,1.45,1.00,2.55,0.00,0.00,0.00,0.00,682.00,39.00,565.00,78.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","FCA","Kalispell, MT: Glacier Park International",31.00,1.00,0.26,0.00,0.74,0.00,0.00,0.00,0.00,23.00,6.00,0.00,17.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",999.00,146.00,56.73,0.56,64.70,0.75,23.26,1.00,0.00,8936.00,4274.00,55.00,3249.00,49.00,1309.00,
2021,1,"DL","Delta Air Lines Inc.","GEG","Spokane, WA: Spokane International",159.00,18.00,7.31,0.60,7.09,0.00,3.00,0.00,0.00,856.00,402.00,15.00,166.00,0.00,273.00,
2021,1,"DL","Delta Air Lines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",131.00,7.00,3.91,0.00,2.98,0.00,0.11,0.00,1.00,272.00,195.00,0.00,67.00,0.00,10.00,
2021,1,"DL","Delta Air Lines Inc.","GSP","Greer, SC: Greenville-Spartanburg International",52.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,90.00,69.00,0.00,0.00,0.00,21.00,
2021,1,"DL","Delta Air Lines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",218.00,47.00,20.87,0.26,16.33,0.00,9.54,0.00,0.00,3113.00,1937.00,9.00,520.00,0.00,647.00,
2021,1,"DL","Delta Air Lines Inc.","HOU","Houston, TX: William P Hobby",77.00,5.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,183.00,78.00,0.00,105.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","IAD","Washington, DC: Washington Dulles International",131.00,9.00,1.93,1.00,4.34,0.00,1.73,2.00,0.00,426.00,106.00,76.00,134.00,0.00,110.00,
2021,1,"DL","Delta Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",280.00,31.00,15.94,0.00,9.29,0.00,5.78,0.00,0.00,1487.00,779.00,0.00,255.00,0.00,453.00,
2021,1,"DL","Delta Air Lines Inc.","IND","Indianapolis, IN: Indianapolis International",174.00,19.00,6.66,0.00,6.37,0.00,5.97,0.00,0.00,949.00,229.00,0.00,140.00,0.00,580.00,
2021,1,"DL","Delta Air Lines Inc.","JAC","Jackson, WY: Jackson Hole",130.00,20.00,4.83,1.91,9.87,0.00,3.39,1.00,6.00,2159.00,1167.00,451.00,395.00,0.00,146.00,
2021,1,"DL","Delta Air Lines Inc.","JAX","Jacksonville, FL: Jacksonville International",264.00,31.00,14.71,0.00,11.78,0.00,4.51,0.00,0.00,1775.00,697.00,0.00,786.00,0.00,292.00,
2021,1,"DL","Delta Air Lines Inc.","JFK","New York, NY: John F. Kennedy International",1331.00,121.00,49.11,1.50,37.54,1.00,31.85,18.00,0.00,13538.00,6951.00,378.00,2389.00,28.00,3792.00,
2021,1,"DL","Delta Air Lines Inc.","KOA","Kona, HI: Ellison Onizuka Kona International at Keahole",51.00,9.00,5.43,0.00,2.17,0.00,1.40,0.00,0.00,589.00,487.00,0.00,45.00,0.00,57.00,
2021,1,"DL","Delta Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",853.00,75.00,23.71,0.99,41.93,0.00,8.38,0.00,1.00,3525.00,1761.00,173.00,1157.00,0.00,434.00,
2021,1,"DL","Delta Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",1844.00,148.00,46.07,0.19,88.65,1.00,12.08,3.00,2.00,7455.00,3706.00,60.00,2652.00,111.00,926.00,
2021,1,"DL","Delta Air Lines Inc.","LGA","New York, NY: LaGuardia",979.00,113.00,45.26,1.00,37.23,0.77,28.75,9.00,1.00,10472.00,6084.00,33.00,1833.00,49.00,2473.00,
2021,1,"DL","Delta Air Lines Inc.","LIH","Lihue, HI: Lihue Airport",29.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,304.00,235.00,0.00,33.00,0.00,36.00,
2021,1,"DL","Delta Air Lines Inc.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",31.00,3.00,2.02,0.00,0.00,0.00,0.98,0.00,0.00,87.00,32.00,0.00,0.00,0.00,55.00,
2021,1,"DL","Delta Air Lines Inc.","MCI","Kansas City, MO: Kansas City International",218.00,27.00,12.24,0.00,7.96,0.00,6.80,0.00,0.00,1764.00,931.00,0.00,261.00,0.00,572.00,
2021,1,"DL","Delta Air Lines Inc.","MCO","Orlando, FL: Orlando International",1356.00,137.00,50.39,1.38,58.96,1.00,25.26,3.00,1.00,10050.00,4874.00,83.00,3248.00,32.00,1813.00,
2021,1,"DL","Delta Air Lines Inc.","MEM","Memphis, TN: Memphis International",216.00,18.00,8.32,0.00,4.10,0.00,5.58,0.00,0.00,455.00,180.00,0.00,106.00,0.00,169.00,
2021,1,"DL","Delta Air Lines Inc.","MIA","Miami, FL: Miami International",639.00,61.00,25.98,1.49,27.41,0.00,6.12,0.00,0.00,4967.00,2533.00,103.00,1817.00,0.00,514.00,
2021,1,"DL","Delta Air Lines Inc.","MKE","Milwaukee, WI: General Mitchell International",141.00,5.00,3.00,0.00,1.00,0.00,1.00,0.00,0.00,132.00,99.00,0.00,16.00,0.00,17.00,
2021,1,"DL","Delta Air Lines Inc.","MLB","Melbourne, FL: Melbourne International",118.00,11.00,6.82,1.00,1.96,0.00,1.22,0.00,0.00,1054.00,531.00,69.00,349.00,0.00,105.00,
2021,1,"DL","Delta Air Lines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",2978.00,245.00,87.24,4.19,113.10,0.00,40.46,2.00,1.00,20858.00,10720.00,1378.00,3664.00,0.00,5096.00,
2021,1,"DL","Delta Air Lines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",307.00,22.00,8.05,0.00,10.05,0.00,3.90,0.00,0.00,952.00,318.00,0.00,388.00,0.00,246.00,
2021,1,"DL","Delta Air Lines Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International",31.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,0.00,0.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","OGG","Kahului, HI: Kahului Airport",98.00,19.00,6.98,0.00,6.78,0.00,5.24,0.00,1.00,2204.00,1360.00,0.00,231.00,0.00,613.00,
2021,1,"DL","Delta Air Lines Inc.","OKC","Oklahoma City, OK: Will Rogers World",53.00,3.00,2.58,0.00,0.00,0.00,0.42,0.00,0.00,111.00,95.00,0.00,0.00,0.00,16.00,
2021,1,"DL","Delta Air Lines Inc.","OMA","Omaha, NE: Eppley Airfield",58.00,3.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,578.00,21.00,522.00,35.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","ONT","Ontario, CA: Ontario International",113.00,5.00,1.95,0.00,3.05,0.00,0.00,0.00,0.00,170.00,101.00,0.00,69.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",285.00,41.00,10.01,0.99,22.80,0.00,7.20,0.00,0.00,3742.00,768.00,562.00,1667.00,0.00,745.00,
2021,1,"DL","Delta Air Lines Inc.","ORF","Norfolk, VA: Norfolk International",230.00,16.00,7.24,0.00,4.79,0.00,3.97,0.00,0.00,916.00,615.00,0.00,126.00,0.00,175.00,
2021,1,"DL","Delta Air Lines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",398.00,43.00,11.94,0.39,24.72,0.00,5.95,2.00,2.00,2231.00,902.00,16.00,1100.00,0.00,213.00,
2021,1,"DL","Delta Air Lines Inc.","PDX","Portland, OR: Portland International",297.00,29.00,6.57,0.00,18.51,0.00,3.92,0.00,0.00,895.00,392.00,0.00,401.00,0.00,102.00,
2021,1,"DL","Delta Air Lines Inc.","PHL","Philadelphia, PA: Philadelphia International",237.00,22.00,7.36,0.00,10.13,0.00,4.51,0.00,0.00,1401.00,666.00,0.00,292.00,0.00,443.00,
2021,1,"DL","Delta Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",817.00,93.00,33.38,2.00,54.59,0.00,3.04,0.00,1.00,4103.00,2402.00,48.00,1548.00,0.00,105.00,
2021,1,"DL","Delta Air Lines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",140.00,9.00,3.48,0.00,2.08,0.00,3.44,0.00,0.00,424.00,77.00,0.00,137.00,0.00,210.00,
2021,1,"DL","Delta Air Lines Inc.","PNS","Pensacola, FL: Pensacola International",174.00,9.00,2.14,0.00,4.73,0.00,2.13,0.00,0.00,376.00,80.00,0.00,173.00,0.00,123.00,
2021,1,"DL","Delta Air Lines Inc.","PSP","Palm Springs, CA: Palm Springs International",73.00,6.00,1.00,0.00,4.00,0.00,1.00,0.00,0.00,174.00,18.00,0.00,102.00,0.00,54.00,
2021,1,"DL","Delta Air Lines Inc.","PWM","Portland, ME: Portland International Jetport",31.00,4.00,2.09,0.00,1.06,0.00,0.86,0.00,0.00,197.00,65.00,0.00,90.00,0.00,42.00,
2021,1,"DL","Delta Air Lines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",431.00,26.00,10.64,0.29,4.55,0.00,10.52,0.00,1.00,2012.00,1058.00,18.00,103.00,0.00,833.00,
2021,1,"DL","Delta Air Lines Inc.","RIC","Richmond, VA: Richmond International",171.00,13.00,7.34,0.00,3.80,0.00,1.86,0.00,1.00,404.00,230.00,0.00,80.00,0.00,94.00,
2021,1,"DL","Delta Air Lines Inc.","RNO","Reno, NV: Reno/Tahoe International",26.00,5.00,2.21,0.00,2.13,0.00,0.65,0.00,0.00,194.00,98.00,0.00,64.00,0.00,32.00,
2021,1,"DL","Delta Air Lines Inc.","ROC","Rochester, NY: Greater Rochester International",31.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,127.00,127.00,0.00,0.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","RSW","Fort Myers, FL: Southwest Florida International",773.00,104.00,35.92,2.19,56.64,0.00,9.25,2.00,1.00,7561.00,4104.00,253.00,2733.00,0.00,471.00,
2021,1,"DL","Delta Air Lines Inc.","SAN","San Diego, CA: San Diego International",459.00,34.00,8.36,0.00,22.90,0.00,2.74,2.00,0.00,868.00,279.00,0.00,499.00,0.00,90.00,
2021,1,"DL","Delta Air Lines Inc.","SAT","San Antonio, TX: San Antonio International",152.00,20.00,3.21,0.59,11.97,0.00,4.23,0.00,1.00,639.00,144.00,10.00,375.00,0.00,110.00,
2021,1,"DL","Delta Air Lines Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",131.00,14.00,4.84,0.00,4.36,0.00,4.80,1.00,0.00,980.00,397.00,0.00,279.00,0.00,304.00,
2021,1,"DL","Delta Air Lines Inc.","SDF","Louisville, KY: Louisville Muhammad Ali International",86.00,3.00,2.98,0.00,0.02,0.00,0.00,0.00,0.00,155.00,153.00,0.00,2.00,0.00,0.00,
2021,1,"DL","Delta Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",1572.00,98.00,45.01,0.29,33.35,0.00,19.35,3.00,3.00,7224.00,4572.00,11.00,946.00,0.00,1695.00,
2021,1,"DL","Delta Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",503.00,46.00,18.65,0.00,23.93,0.00,3.42,0.00,2.00,2264.00,1458.00,0.00,714.00,0.00,92.00,
2021,1,"DL","Delta Air Lines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",18.00,2.00,0.20,0.00,0.48,0.00,1.32,0.00,0.00,70.00,9.00,0.00,12.00,0.00,49.00,
2021,1,"DL","Delta Air Lines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",203.00,20.00,6.96,0.00,12.17,0.00,0.88,0.00,0.00,1974.00,1552.00,0.00,347.00,0.00,75.00,
